ID,prediction
2019 X 8 X C1051 X AS42018,-2.6663134
2019 X 8 X C1051 X AS46000,-1.746164
2019 X 8 X C1054 X AS17005,-1.9445125
2019 X 8 X C1054 X AS27000,28.652342
2019 X 8 X C1054 X AS27132,5.080898
2019 X 8 X C1054 X AS27133,22.19479
2019 X 8 X C1054 X AS27134,19.691875
2019 X 8 X C1054 X AS27137,1.0925348
2019 X 8 X C1054 X AS27138,-2.689137
2019 X 8 X C1054 X AS27139,-3.104185
2019 X 8 X C1054 X AS42018,-1.3840874
2019 X 8 X C1054 X AS46000,-0.8574196
2019 X 8 X C1055 X AS17005,-1.5736756
2019 X 8 X C1055 X AS27000,27.807598
2019 X 8 X C1055 X AS27132,0.21414891
2019 X 8 X C1055 X AS27133,4.01303
2019 X 8 X C1055 X AS27134,4.3678646
2019 X 8 X C1055 X AS27137,0.8389349
2019 X 8 X C1055 X AS27138,-1.7882421
2019 X 8 X C1055 X AS27139,-3.3818164
2019 X 8 X C1055 X AS42018,-3.4332552
2019 X 8 X C1055 X AS46000,-2.4704304
2019 X 8 X C1056 X AS17005,-2.0915985
2019 X 8 X C1056 X AS27000,29.260365
2019 X 8 X C1056 X AS27132,3.6423645
2019 X 8 X C1056 X AS27133,9.512166
2019 X 8 X C1056 X AS27134,6.5380406
2019 X 8 X C1056 X AS27137,-0.11225608
2019 X 8 X C1056 X AS27138,-2.6674287
2019 X 8 X C1056 X AS27139,-3.0516768
2019 X 8 X C1056 X AS42018,-2.4117286
2019 X 8 X C1056 X AS46000,-1.7441008
2019 X 8 X C1058 X AS17005,-2.0920868
2019 X 8 X C1058 X AS27000,28.51358
2019 X 8 X C1058 X AS27132,1.773442
2019 X 8 X C1058 X AS27133,7.9173274
2019 X 8 X C1058 X AS27134,4.3132753
2019 X 8 X C1058 X AS27137,0.059233636
2019 X 8 X C1058 X AS27138,-2.5183835
2019 X 8 X C1058 X AS27139,-3.1315613
2019 X 8 X C1058 X AS42018,-2.5715482
2019 X 8 X C1058 X AS46000,-1.7784269
2019 X 8 X C1059 X AS17005,-2.0213273
2019 X 8 X C1059 X AS27000,28.703773
2019 X 8 X C1059 X AS27132,6.656537
2019 X 8 X C1059 X AS27133,33.943886
2019 X 8 X C1059 X AS27134,40.494347
2019 X 8 X C1059 X AS27137,6.131648
2019 X 8 X C1059 X AS27138,1.4523671
2019 X 8 X C1059 X AS27139,-3.8714552
2019 X 8 X C1059 X AS42018,-1.6079212
2019 X 8 X C1059 X AS46000,0.6414168
2019 X 8 X C1061 X AS17005,0.08481708
2019 X 8 X C1061 X AS27000,31.490932
2019 X 8 X C1061 X AS27132,4.980949
2019 X 8 X C1061 X AS27133,36.216236
2019 X 8 X C1061 X AS27134,53.621655
2019 X 8 X C1061 X AS27137,14.286378
2019 X 8 X C1061 X AS27138,5.885531
2019 X 8 X C1061 X AS27139,0.12531817
2019 X 8 X C1061 X AS42018,-3.11752
2019 X 8 X C1061 X AS46000,0.37435725
2019 X 8 X C1062 X AS17005,1.1633998
2019 X 8 X C1062 X AS27000,33.068996
2019 X 8 X C1062 X AS27132,7.278208
2019 X 8 X C1062 X AS27133,39.007366
2019 X 8 X C1062 X AS27134,21.0
2019 X 8 X C1062 X AS27137,0.933972
2019 X 8 X C1062 X AS27138,-1.4708719
2019 X 8 X C1062 X AS27139,-2.1865728
2019 X 8 X C1062 X AS42018,-1.0752113
2019 X 8 X C1062 X AS46000,-0.8281677
2019 X 8 X C1063 X AS17005,-1.588178
2019 X 8 X C1063 X AS27000,29.414799
2019 X 8 X C1063 X AS27132,1.211035
2019 X 8 X C1063 X AS27133,9.766024
2019 X 8 X C1063 X AS27134,10.859478
2019 X 8 X C1063 X AS27137,0.9186673
2019 X 8 X C1063 X AS27138,-2.153564
2019 X 8 X C1063 X AS27139,-3.522901
2019 X 8 X C1063 X AS42018,-2.8842242
2019 X 8 X C1063 X AS46000,-1.6163058
2019 X 8 X C1066 X AS17005,-1.425493
2019 X 8 X C1066 X AS27000,30.77319
2019 X 8 X C1066 X AS27132,4.584694
2019 X 8 X C1066 X AS27133,25.986273
2019 X 8 X C1066 X AS27134,32.32407
2019 X 8 X C1066 X AS27137,5.822398
2019 X 8 X C1066 X AS27138,1.3101317
2019 X 8 X C1066 X AS27139,-3.1028075
2019 X 8 X C1066 X AS42018,-2.5392194
2019 X 8 X C1066 X AS46000,-0.48647895
2019 X 8 X C1067 X AS17005,-0.45954046
2019 X 8 X C1067 X AS27000,32.78923
2019 X 8 X C1067 X AS27132,4.2628255
2019 X 8 X C1067 X AS27133,15.485357
2019 X 8 X C1067 X AS27134,9.27326
2019 X 8 X C1067 X AS27137,-0.065220326
2019 X 8 X C1067 X AS27138,-2.1782107
2019 X 8 X C1067 X AS27139,-2.505289
2019 X 8 X C1067 X AS42018,-2.028463
2019 X 8 X C1067 X AS46000,-1.5259478
2019 X 8 X C1069 X AS17005,-1.7928576
2019 X 8 X C1069 X AS27000,30.202568
2019 X 8 X C1069 X AS27132,4.550885
2019 X 8 X C1069 X AS27133,30.664206
2019 X 8 X C1069 X AS27134,28.36777
2019 X 8 X C1069 X AS27137,3.234477
2019 X 8 X C1069 X AS27138,-0.19597238
2019 X 8 X C1069 X AS27139,-3.419642
2019 X 8 X C1069 X AS42018,-1.4818484
2019 X 8 X C1069 X AS46000,0.048983842
2019 X 8 X C1070 X AS17005,-0.38167405
2019 X 8 X C1070 X AS27000,31.599848
2019 X 8 X C1070 X AS27132,1.2201334
2019 X 8 X C1070 X AS27133,8.155389
2019 X 8 X C1070 X AS27134,6.08025
2019 X 8 X C1070 X AS27137,0.3273569
2019 X 8 X C1070 X AS27138,-1.4948509
2019 X 8 X C1070 X AS27139,-2.5207877
2019 X 8 X C1070 X AS42018,-2.5022273
2019 X 8 X C1070 X AS46000,-1.8224291
2019 X 8 X C1072 X AS17005,-1.701782
2019 X 8 X C1072 X AS27000,31.085045
2019 X 8 X C1072 X AS27132,2.659498
2019 X 8 X C1072 X AS27133,9.270642
2019 X 8 X C1072 X AS27134,7.9539733
2019 X 8 X C1072 X AS27137,0.27367544
2019 X 8 X C1072 X AS27138,-2.0762324
2019 X 8 X C1072 X AS27139,-2.5748394
2019 X 8 X C1072 X AS42018,-2.0659547
2019 X 8 X C1072 X AS46000,-1.4970194
2019 X 8 X C1073 X AS17005,-1.6915088
2019 X 8 X C1073 X AS27000,30.88387
2019 X 8 X C1073 X AS27132,4.130717
2019 X 8 X C1073 X AS27133,22.80183
2019 X 8 X C1073 X AS27134,33.709553
2019 X 8 X C1073 X AS27137,6.1478024
2019 X 8 X C1073 X AS27138,1.1811225
2019 X 8 X C1073 X AS27139,-3.0598917
2019 X 8 X C1073 X AS42018,-2.3469815
2019 X 8 X C1073 X AS46000,-0.17373633
2019 X 8 X C1074 X AS17005,-0.20507312
2019 X 8 X C1074 X AS27000,32.960648
2019 X 8 X C1074 X AS27132,6.2182045
2019 X 8 X C1074 X AS27133,38.7235
2019 X 8 X C1074 X AS27134,22.6562
2019 X 8 X C1074 X AS27137,2.4412267
2019 X 8 X C1074 X AS27138,-0.57026285
2019 X 8 X C1074 X AS27139,-2.3697164
2019 X 8 X C1074 X AS42018,-0.9875593
2019 X 8 X C1074 X AS46000,-0.24989122
2019 X 8 X C1077 X AS17005,-0.86697495
2019 X 8 X C1077 X AS27000,31.392675
2019 X 8 X C1077 X AS27132,17.596785
2019 X 8 X C1077 X AS27133,73.30545
2019 X 8 X C1077 X AS27134,59.85826
2019 X 8 X C1077 X AS27137,10.18808
2019 X 8 X C1077 X AS27138,7.5738516
2019 X 8 X C1077 X AS27139,-1.1292226
2019 X 8 X C1077 X AS42018,-0.17078805
2019 X 8 X C1077 X AS46000,3.3437316
2019 X 8 X C1078 X AS17005,2.7502744
2019 X 8 X C1078 X AS27000,36.994637
2019 X 8 X C1078 X AS27132,7.8034773
2019 X 8 X C1078 X AS27133,57.88931
2019 X 8 X C1078 X AS27134,44.19766
2019 X 8 X C1078 X AS27137,7.27528
2019 X 8 X C1078 X AS27138,4.7100534
2019 X 8 X C1078 X AS27139,-1.880129
2019 X 8 X C1078 X AS42018,-1.0566235
2019 X 8 X C1078 X AS46000,0.5527164
2019 X 8 X C1080 X AS17005,0.36144242
2019 X 8 X C1080 X AS27000,33.54706
2019 X 8 X C1080 X AS27132,2.370427
2019 X 8 X C1080 X AS27133,7.7850113
2019 X 8 X C1080 X AS27134,2.2011492
2019 X 8 X C1080 X AS27137,-0.53493893
2019 X 8 X C1080 X AS27138,-1.1510636
2019 X 8 X C1080 X AS27139,-1.3505418
2019 X 8 X C1080 X AS42018,-1.7079344
2019 X 8 X C1080 X AS46000,-1.9275324
2019 X 8 X C1082 X AS17005,-2.3129594
2019 X 8 X C1082 X AS27000,30.607252
2019 X 8 X C1082 X AS27132,4.242212
2019 X 8 X C1082 X AS27133,21.166023
2019 X 8 X C1082 X AS27134,25.617422
2019 X 8 X C1082 X AS27137,3.3088205
2019 X 8 X C1082 X AS27138,-0.06780973
2019 X 8 X C1082 X AS27139,-3.5613592
2019 X 8 X C1082 X AS42018,-2.0674272
2019 X 8 X C1082 X AS46000,-0.26344416
2019 X 8 X C1083 X AS17005,-0.44842243
2019 X 8 X C1083 X AS27000,33.41386
2019 X 8 X C1083 X AS27132,2.0678988
2019 X 8 X C1083 X AS27133,12.005654
2019 X 8 X C1083 X AS27134,12.201196
2019 X 8 X C1083 X AS27137,0.69275343
2019 X 8 X C1083 X AS27138,-1.9244627
2019 X 8 X C1083 X AS27139,-2.7286136
2019 X 8 X C1083 X AS42018,-1.946825
2019 X 8 X C1083 X AS46000,-1.1349244
2019 X 8 X C1084 X AS17005,-0.7113532
2019 X 8 X C1084 X AS27000,30.855541
2019 X 8 X C1084 X AS27132,3.9500933
2019 X 8 X C1084 X AS27133,18.361694
2019 X 8 X C1084 X AS27134,10.743983
2019 X 8 X C1084 X AS27137,0.4006834
2019 X 8 X C1084 X AS27138,-2.0080962
2019 X 8 X C1084 X AS27139,-2.1211681
2019 X 8 X C1084 X AS42018,-1.1173892
2019 X 8 X C1084 X AS46000,-0.60528743
2019 X 8 X C1086 X AS17005,-1.2012987
2019 X 8 X C1086 X AS27000,30.98086
2019 X 8 X C1086 X AS27132,7.329275
2019 X 8 X C1086 X AS27133,43.2223
2019 X 8 X C1086 X AS27134,43.372963
2019 X 8 X C1086 X AS27137,8.43361
2019 X 8 X C1086 X AS27138,3.1984465
2019 X 8 X C1086 X AS27139,-2.0757716
2019 X 8 X C1086 X AS42018,-1.8377844
2019 X 8 X C1086 X AS46000,1.0788491
2019 X 8 X C1087 X AS17005,0.8626523
2019 X 8 X C1087 X AS27000,36.666306
2019 X 8 X C1087 X AS27132,7.284853
2019 X 8 X C1087 X AS27133,47.82951
2019 X 8 X C1087 X AS27134,54.91818
2019 X 8 X C1087 X AS27137,9.595958
2019 X 8 X C1087 X AS27138,5.3811283
2019 X 8 X C1087 X AS27139,0.4034273
2019 X 8 X C1087 X AS42018,-2.067045
2019 X 8 X C1087 X AS46000,0.9097637
2019 X 8 X C1088 X AS17005,1.2016543
2019 X 8 X C1088 X AS27000,37.40677
2019 X 8 X C1088 X AS27132,3.0334537
2019 X 8 X C1088 X AS27133,28.759504
2019 X 8 X C1088 X AS27134,30.820438
2019 X 8 X C1088 X AS27137,15.971858
2019 X 8 X C1088 X AS27138,2.6659458
2019 X 8 X C1088 X AS27139,-0.5419516
2019 X 8 X C1088 X AS42018,-2.7457836
2019 X 8 X C1088 X AS46000,-1.2773755
2019 X 8 X C1089 X AS17005,-0.38682148
2019 X 8 X C1089 X AS27000,35.52938
2019 X 8 X C1089 X AS27132,4.085093
2019 X 8 X C1089 X AS27133,21.565006
2019 X 8 X C1089 X AS27134,6.060767
2019 X 8 X C1089 X AS27137,-0.83642435
2019 X 8 X C1089 X AS27138,-2.2479644
2019 X 8 X C1089 X AS27139,-1.8669325
2019 X 8 X C1089 X AS42018,-0.92597044
2019 X 8 X C1089 X AS46000,-0.5786973
2019 X 8 X C1090 X AS17005,-1.553131
2019 X 8 X C1090 X AS27000,30.587961
2019 X 8 X C1090 X AS27132,4.82096
2019 X 8 X C1090 X AS27133,35.081055
2019 X 8 X C1090 X AS27134,41.005177
2019 X 8 X C1090 X AS27137,8.567452
2019 X 8 X C1090 X AS27138,3.2437932
2019 X 8 X C1090 X AS27139,-2.013152
2019 X 8 X C1090 X AS42018,-2.4684033
2019 X 8 X C1090 X AS46000,0.85015595
2019 X 8 X C1091 X AS17005,2.5083058
2019 X 8 X C1091 X AS27000,34.794067
2019 X 8 X C1091 X AS27132,3.901871
2019 X 8 X C1091 X AS27133,24.119886
2019 X 8 X C1091 X AS27134,2.9351954
2019 X 8 X C1091 X AS27137,-0.702724
2019 X 8 X C1091 X AS27138,-0.59963703
2019 X 8 X C1091 X AS27139,-0.54835916
2019 X 8 X C1091 X AS42018,-0.9838756
2019 X 8 X C1091 X AS46000,-1.3250518
2019 X 8 X C1092 X AS17005,-2.0473878
2019 X 8 X C1092 X AS27000,31.097551
2019 X 8 X C1092 X AS27132,1.7931385
2019 X 8 X C1092 X AS27133,17.769224
2019 X 8 X C1092 X AS27134,22.59457
2019 X 8 X C1092 X AS27137,3.948815
2019 X 8 X C1092 X AS27138,-0.25859284
2019 X 8 X C1092 X AS27139,-3.8634987
2019 X 8 X C1092 X AS42018,-2.3963218
2019 X 8 X C1092 X AS46000,-0.059799314
2019 X 8 X C1093 X AS17005,0.09012464
2019 X 8 X C1093 X AS27000,34.36775
2019 X 8 X C1093 X AS27132,2.089709
2019 X 8 X C1093 X AS27133,14.467676
2019 X 8 X C1093 X AS27134,4.638701
2019 X 8 X C1093 X AS27137,-0.5027291
2019 X 8 X C1093 X AS27138,-1.5998167
2019 X 8 X C1093 X AS27139,-1.6921147
2019 X 8 X C1093 X AS42018,-1.2185177
2019 X 8 X C1093 X AS46000,-0.80234444
2019 X 8 X C1094 X AS17005,-1.1674489
2019 X 8 X C1094 X AS27000,30.922897
2019 X 8 X C1094 X AS27132,1.6746954
2019 X 8 X C1094 X AS27133,14.201354
2019 X 8 X C1094 X AS27134,5.2309294
2019 X 8 X C1094 X AS27137,-0.14503643
2019 X 8 X C1094 X AS27138,-1.6695279
2019 X 8 X C1094 X AS27139,-1.5999293
2019 X 8 X C1094 X AS42018,-0.95275366
2019 X 8 X C1094 X AS46000,-0.43491375
2019 X 8 X C1095 X AS17005,-1.0350296
2019 X 8 X C1095 X AS27000,31.248657
2019 X 8 X C1095 X AS27132,0.5730252
2019 X 8 X C1095 X AS27133,12.904825
2019 X 8 X C1095 X AS27134,11.614325
2019 X 8 X C1095 X AS27137,1.2163442
2019 X 8 X C1095 X AS27138,-1.4720081
2019 X 8 X C1095 X AS27139,-2.529952
2019 X 8 X C1095 X AS42018,-1.7257609
2019 X 8 X C1095 X AS46000,-0.5474434
2019 X 8 X C1098 X AS17005,-0.41459602
2019 X 8 X C1098 X AS27000,32.050594
2019 X 8 X C1098 X AS27132,3.0272844
2019 X 8 X C1098 X AS27133,21.478592
2019 X 8 X C1098 X AS27134,14.213255
2019 X 8 X C1098 X AS27137,1.0811472
2019 X 8 X C1098 X AS27138,-1.4366038
2019 X 8 X C1098 X AS27139,-2.1563125
2019 X 8 X C1098 X AS42018,-1.0963047
2019 X 8 X C1098 X AS46000,-0.2639326
2019 X 8 X C1099 X AS17005,-0.4730427
2019 X 8 X C1099 X AS27000,31.908031
2019 X 8 X C1099 X AS27132,2.8230166
2019 X 8 X C1099 X AS27133,23.343245
2019 X 8 X C1099 X AS27134,10.293307
2019 X 8 X C1099 X AS27137,1.6993833
2019 X 8 X C1099 X AS27138,-1.1547554
2019 X 8 X C1099 X AS27139,-1.6020633
2019 X 8 X C1099 X AS42018,-1.2938453
2019 X 8 X C1099 X AS46000,-0.76984894
2019 X 8 X C1101 X AS17005,-1.0871081
2019 X 8 X C1101 X AS27000,32.5221
2019 X 8 X C1101 X AS27132,1.0688021
2019 X 8 X C1101 X AS27133,13.611621
2019 X 8 X C1101 X AS27134,6.7845907
2019 X 8 X C1101 X AS27137,0.28652912
2019 X 8 X C1101 X AS27138,-1.4974837
2019 X 8 X C1101 X AS27139,-2.1698751
2019 X 8 X C1101 X AS42018,-1.4827101
2019 X 8 X C1101 X AS46000,-0.5665437
2019 X 8 X C1106 X AS17005,-0.6499615
2019 X 8 X C1106 X AS27000,31.106203
2019 X 8 X C1106 X AS27132,0.6863266
2019 X 8 X C1106 X AS27133,9.618738
2019 X 8 X C1106 X AS27134,2.679575
2019 X 8 X C1106 X AS27137,-0.06265426
2019 X 8 X C1106 X AS27138,-1.1283551
2019 X 8 X C1106 X AS27139,-1.6464188
2019 X 8 X C1106 X AS42018,-1.41482
2019 X 8 X C1106 X AS46000,-0.871333
2019 X 8 X C1112 X AS17005,-1.0595565
2019 X 8 X C1112 X AS27000,30.204298
2019 X 8 X C1112 X AS27132,1.4899948
2019 X 8 X C1112 X AS27133,15.236386
2019 X 8 X C1112 X AS27134,6.6294804
2019 X 8 X C1112 X AS27137,0.09061709
2019 X 8 X C1112 X AS27138,-1.4112979
2019 X 8 X C1112 X AS27139,-1.6241417
2019 X 8 X C1112 X AS42018,-1.0839611
2019 X 8 X C1112 X AS46000,-0.5276334
2019 X 8 X C1144 X AS17005,-0.67418987
2019 X 8 X C1144 X AS27000,30.450245
2019 X 8 X C1144 X AS27132,0.68299854
2019 X 8 X C1144 X AS27133,10.971097
2019 X 8 X C1144 X AS27134,9.354251
2019 X 8 X C1144 X AS27137,1.008697
2019 X 8 X C1144 X AS27138,-1.3096409
2019 X 8 X C1144 X AS27139,-2.2991571
2019 X 8 X C1144 X AS42018,-1.7035007
2019 X 8 X C1144 X AS46000,-0.6855839
2019 X 8 X C1399 X AS17005,-0.5720066
2019 X 8 X C1399 X AS27000,30.937527
2019 X 8 X C1399 X AS27132,1.3922637
2019 X 8 X C1399 X AS27133,9.687678
2019 X 8 X C1399 X AS27134,2.3898442
2019 X 8 X C1399 X AS27137,-0.50213206
2019 X 8 X C1399 X AS27138,-1.2555652
2019 X 8 X C1399 X AS27139,-1.4180651
2019 X 8 X C1399 X AS42018,-1.1078322
2019 X 8 X C1399 X AS46000,-0.69882864
2019 X 8 X C1411 X AS17005,-1.1674159
2019 X 8 X C1411 X AS27000,28.915056
2019 X 8 X C1411 X AS27132,0.5166619
2019 X 8 X C1411 X AS27133,10.265614
2019 X 8 X C1411 X AS27134,10.118453
2019 X 8 X C1411 X AS27137,0.85753065
2019 X 8 X C1411 X AS27138,-1.6309065
2019 X 8 X C1411 X AS27139,-2.4369612
2019 X 8 X C1411 X AS42018,-1.5819227
2019 X 8 X C1411 X AS46000,-0.44077894
2019 X 8 X C1413 X AS17005,-0.4099161
2019 X 8 X C1413 X AS27000,30.232742
2019 X 8 X C1413 X AS27132,2.337912
2019 X 8 X C1413 X AS27133,15.702557
2019 X 8 X C1413 X AS27134,6.163083
2019 X 8 X C1413 X AS27137,-0.04285553
2019 X 8 X C1413 X AS27138,-1.5111928
2019 X 8 X C1413 X AS27139,-1.5564735
2019 X 8 X C1413 X AS42018,-0.9157786
2019 X 8 X C1413 X AS46000,-0.450352
2019 X 8 X C1679 X AS17005,-0.8421922
2019 X 8 X C1679 X AS27000,29.337353
2019 X 8 X C1679 X AS27132,0.30532846
2019 X 8 X C1679 X AS27133,8.998107
2019 X 8 X C1679 X AS27134,4.346693
2019 X 8 X C1679 X AS27137,0.2591537
2019 X 8 X C1679 X AS27138,-1.3428774
2019 X 8 X C1679 X AS27139,-1.8968008
2019 X 8 X C1679 X AS42018,-1.4228497
2019 X 8 X C1679 X AS46000,-0.7112945
2019 X 8 X C1681 X AS17005,-0.40576324
2019 X 8 X C1681 X AS27000,28.688717
2019 X 8 X C1681 X AS27132,2.3641586
2019 X 8 X C1681 X AS27133,16.995792
2019 X 8 X C1681 X AS27134,6.091066
2019 X 8 X C1681 X AS27137,0.048832566
2019 X 8 X C1681 X AS27138,-1.4916346
2019 X 8 X C1681 X AS27139,-0.63834697
2019 X 8 X C1681 X AS42018,-0.1307585
2019 X 8 X C1681 X AS46000,-0.03631121
2019 X 8 X C1701 X AS17005,-1.2939901
2019 X 8 X C1701 X AS27000,28.608341
2019 X 8 X C1701 X AS27132,-0.19855052
2019 X 8 X C1701 X AS27133,5.6690865
2019 X 8 X C1701 X AS27134,3.168559
2019 X 8 X C1701 X AS27137,0.42210594
2019 X 8 X C1701 X AS27138,-0.9444616
2019 X 8 X C1701 X AS27139,-1.8403199
2019 X 8 X C1701 X AS42018,-1.6801631
2019 X 8 X C1701 X AS46000,-0.8752654
2019 X 8 X C1745 X AS17005,-0.79776675
2019 X 8 X C1745 X AS27000,28.542612
2019 X 8 X C1745 X AS27132,0.62093973
2019 X 8 X C1745 X AS27133,7.731632
2019 X 8 X C1745 X AS27134,2.438194
2019 X 8 X C1745 X AS27137,-0.22242808
2019 X 8 X C1745 X AS27138,-0.9110093
2019 X 8 X C1745 X AS27139,-1.2940803
2019 X 8 X C1745 X AS42018,-1.2369717
2019 X 8 X C1745 X AS46000,-0.86986375
2019 X 8 X C2002 X AS17005,-1.1991494
2019 X 8 X C2002 X AS27000,27.848927
2019 X 8 X C2002 X AS27132,0.88386
2019 X 8 X C2002 X AS27133,11.86579
2019 X 8 X C2002 X AS27134,13.468491
2019 X 8 X C2002 X AS27137,1.3224655
2019 X 8 X C2002 X AS27138,-1.7092597
2019 X 8 X C2002 X AS27139,-2.6366577
2019 X 8 X C2002 X AS42018,-1.4963886
2019 X 8 X C2002 X AS46000,-0.26158297
2019 X 8 X C2003 X AS17005,-0.22142306
2019 X 8 X C2003 X AS27000,29.354832
2019 X 8 X C2003 X AS27132,1.8942194
2019 X 8 X C2003 X AS27133,17.096653
2019 X 8 X C2003 X AS27134,13.238837
2019 X 8 X C2003 X AS27137,0.99608636
2019 X 8 X C2003 X AS27138,-1.4433026
2019 X 8 X C2003 X AS27139,-2.1308627
2019 X 8 X C2003 X AS42018,-1.2134773
2019 X 8 X C2003 X AS46000,-0.38048154
2019 X 8 X C2004 X AS17005,-0.43693507
2019 X 8 X C2004 X AS27000,28.967655
2019 X 8 X C2004 X AS27132,7.5919595
2019 X 8 X C2004 X AS27133,37.56522
2019 X 8 X C2004 X AS27134,40.015488
2019 X 8 X C2004 X AS27137,5.784037
2019 X 8 X C2004 X AS27138,2.0500617
2019 X 8 X C2004 X AS27139,-2.5244555
2019 X 8 X C2004 X AS42018,-0.7137382
2019 X 8 X C2004 X AS46000,1.2159395
2019 X 8 X C2005 X AS17005,0.92339957
2019 X 8 X C2005 X AS27000,31.912476
2019 X 8 X C2005 X AS27132,11.863498
2019 X 8 X C2005 X AS27133,53.300503
2019 X 8 X C2005 X AS27134,41.615692
2019 X 8 X C2005 X AS27137,6.8369045
2019 X 8 X C2005 X AS27138,3.0869653
2019 X 8 X C2005 X AS27139,-2.301868
2019 X 8 X C2005 X AS42018,-0.652163
2019 X 8 X C2005 X AS46000,1.3076131
2019 X 8 X C2006 X AS17005,0.8856045
2019 X 8 X C2006 X AS27000,32.321747
2019 X 8 X C2006 X AS27132,6.2699447
2019 X 8 X C2006 X AS27133,41.187946
2019 X 8 X C2006 X AS27134,47.041122
2019 X 8 X C2006 X AS27137,14.626333
2019 X 8 X C2006 X AS27138,5.1885276
2019 X 8 X C2006 X AS27139,0.3849611
2019 X 8 X C2006 X AS42018,-2.5512862
2019 X 8 X C2006 X AS46000,0.53075874
2019 X 8 X C2007 X AS17005,1.6451095
2019 X 8 X C2007 X AS27000,33.5615
2019 X 8 X C2007 X AS27132,3.291514
2019 X 8 X C2007 X AS27133,24.045265
2019 X 8 X C2007 X AS27134,10.375036
2019 X 8 X C2007 X AS27137,-0.16413832
2019 X 8 X C2007 X AS27138,-1.9081522
2019 X 8 X C2007 X AS27139,-1.461245
2019 X 8 X C2007 X AS42018,-0.66022813
2019 X 8 X C2007 X AS46000,-0.5284445
2019 X 8 X C2008 X AS17005,-1.0446228
2019 X 8 X C2008 X AS27000,26.861267
2019 X 8 X C2008 X AS27132,0.71209913
2019 X 8 X C2008 X AS27133,9.158063
2019 X 8 X C2008 X AS27134,4.055189
2019 X 8 X C2008 X AS27137,0.103500545
2019 X 8 X C2008 X AS27138,-1.6177857
2019 X 8 X C2008 X AS27139,-1.6334524
2019 X 8 X C2008 X AS42018,-1.0453478
2019 X 8 X C2008 X AS46000,-0.5513372
2019 X 8 X C2009 X AS17005,-0.95372003
2019 X 8 X C2009 X AS27000,26.607704
2019 X 8 X C2009 X AS27132,0.2299895
2019 X 8 X C2009 X AS27133,9.569208
2019 X 8 X C2009 X AS27134,6.210663
2019 X 8 X C2009 X AS27137,0.47227022
2019 X 8 X C2009 X AS27138,-1.383319
2019 X 8 X C2009 X AS27139,-1.9435098
2019 X 8 X C2009 X AS42018,-1.3332416
2019 X 8 X C2009 X AS46000,-0.5561024
2019 X 8 X C2010 X AS17005,-0.61848146
2019 X 8 X C2010 X AS27000,26.86962
2019 X 8 X C2010 X AS27132,2.5446477
2019 X 8 X C2010 X AS27133,18.105642
2019 X 8 X C2010 X AS27134,12.0841055
2019 X 8 X C2010 X AS27137,1.0780066
2019 X 8 X C2010 X AS27138,-1.4797627
2019 X 8 X C2010 X AS27139,-1.7271031
2019 X 8 X C2010 X AS42018,-0.9678515
2019 X 8 X C2010 X AS46000,-0.35159174
2019 X 8 X C2011 X AS17005,-0.5986433
2019 X 8 X C2011 X AS27000,27.133766
2019 X 8 X C2011 X AS27132,1.8226271
2019 X 8 X C2011 X AS27133,17.229015
2019 X 8 X C2011 X AS27134,37.67721
2019 X 8 X C2011 X AS27137,23.543812
2019 X 8 X C2011 X AS27138,4.71092
2019 X 8 X C2011 X AS27139,2.2005546
2019 X 8 X C2011 X AS42018,-2.513908
2019 X 8 X C2011 X AS46000,-0.7380439
2019 X 8 X C2015 X AS17005,0.68193716
2019 X 8 X C2015 X AS27000,32.39586
2019 X 8 X C2015 X AS27132,2.8102837
2019 X 8 X C2015 X AS27133,9.470467
2019 X 8 X C2015 X AS27134,1.8578857
2019 X 8 X C2015 X AS27137,-0.6394131
2019 X 8 X C2015 X AS27138,-0.71775186
2019 X 8 X C2015 X AS27139,-0.56595707
2019 X 8 X C2015 X AS42018,-0.8287133
2019 X 8 X C2015 X AS46000,-1.1739007
2019 X 8 X C2016 X AS17005,-1.9281304
2019 X 8 X C2016 X AS27000,25.06205
2019 X 8 X C2016 X AS27132,1.6333374
2019 X 8 X C2016 X AS27133,15.750581
2019 X 8 X C2016 X AS27134,13.832644
2019 X 8 X C2016 X AS27137,1.085762
2019 X 8 X C2016 X AS27138,-2.1713655
2019 X 8 X C2016 X AS27139,-2.5407298
2019 X 8 X C2016 X AS42018,-0.8594248
2019 X 8 X C2016 X AS46000,0.26687926
2019 X 8 X C2017 X AS17005,-0.070185095
2019 X 8 X C2017 X AS27000,26.37619
2019 X 8 X C2017 X AS27132,0.33111066
2019 X 8 X C2017 X AS27133,8.909943
2019 X 8 X C2017 X AS27134,4.678875
2019 X 8 X C2017 X AS27137,0.31961524
2019 X 8 X C2017 X AS27138,-1.1808007
2019 X 8 X C2017 X AS27139,-1.6480812
2019 X 8 X C2017 X AS42018,-1.2982098
2019 X 8 X C2017 X AS46000,-0.72952414
2019 X 8 X C2041 X AS17005,-0.8015213
2019 X 8 X C2041 X AS27000,25.788757
2019 X 8 X C2041 X AS27132,1.4012452
2019 X 8 X C2041 X AS27133,11.008771
2019 X 8 X C2041 X AS27134,9.203167
2019 X 8 X C2041 X AS27137,0.5816995
2019 X 8 X C2041 X AS27138,-1.3854449
2019 X 8 X C2041 X AS27139,-1.8371432
2019 X 8 X C2041 X AS42018,-1.253139
